From Date,To Date,PM10,PM2.5,NO2,CO,Ozone,SO2
27-07-2018 13:00,27-07-2018 14:00,51.0,27.5,11.9,None,14.35,8.08
27-07-2018 14:00,27-07-2018 15:00,None,10.0,15.3,None,14.7,8.15
27-07-2018 15:00,27-07-2018 16:00,52.0,21.0,15.4,None,17.15,8.95
27-07-2018 16:00,27-07-2018 17:00,60.0,29.0,21.75,None,20.15,9.62
27-07-2018 17:00,27-07-2018 18:00,70.0,30.5,25.85,None,166.15,11.42
27-07-2018 18:00,27-07-2018 19:00,63.5,26.5,25.57,None,71.9,10.93
27-07-2018 19:00,27-07-2018 20:00,54.0,22.0,27.15,None,67.5,9.73
27-07-2018 20:00,27-07-2018 21:00,60.5,29.0,20.47,None,25.33,9.78
27-07-2018 21:00,27-07-2018 22:00,68.0,30.0,17.4,None,18.47,9.45
27-07-2018 22:00,27-07-2018 23:00,56.0,30.5,18.95,None,15.35,9.15
27-07-2018 23:00,28-07-2018 00:00,56.0,19.5,13.13,None,15.95,8.88
28-07-2018 00:00,28-07-2018 01:00,None,13.5,9.7,None,16.3,8.43
28-07-2018 01:00,28-07-2018 02:00,None,15.0,8.95,None,20.5,7.62
28-07-2018 02:00,28-07-2018 03:00,50.0,20.5,15.65,None,17.45,9.75
28-07-2018 03:00,28-07-2018 04:00,50.0,39.0,12.8,None,15.93,9.25
28-07-2018 04:00,28-07-2018 05:00,None,31.0,13.15,None,15.2,8.62
28-07-2018 05:00,28-07-2018 06:00,None,26.0,13.78,None,14.65,9.18
28-07-2018 06:00,28-07-2018 07:00,None,29.0,13.85,None,14.03,8.92
28-07-2018 07:00,28-07-2018 08:00,None,23.0,12.0,None,15.2,8.6
28-07-2018 08:00,28-07-2018 09:00,None,26.5,13.4,None,14.95,8.57
28-07-2018 09:00,28-07-2018 10:00,None,19.0,12.93,None,14.93,8.65
28-07-2018 10:00,28-07-2018 11:00,None,17.5,13.58,None,16.28,8.63
28-07-2018 11:00,28-07-2018 12:00,67.0,38.5,16.33,None,17.17,9.65
28-07-2018 12:00,28-07-2018 13:00,70.0,53.0,21.58,None,16.15,11.8
28-07-2018 13:00,28-07-2018 14:00,81.0,53.5,16.42,0.0,19.4,12.38
28-07-2018 14:00,28-07-2018 15:00,87.5,49.5,20.58,0.6,21.95,12.0
28-07-2018 15:00,28-07-2018 16:00,81.5,43.5,16.58,0.5,26.75,12.17
28-07-2018 16:00,28-07-2018 17:00,77.0,41.5,15.53,0.3,27.45,11.95
28-07-2018 17:00,28-07-2018 18:00,84.0,50.5,19.65,None,27.95,12.23
28-07-2018 18:00,28-07-2018 19:00,96.5,55.0,21.38,None,23.5,11.4
28-07-2018 19:00,28-07-2018 20:00,99.5,44.5,24.87,None,20.38,8.77
28-07-2018 20:00,28-07-2018 21:00,107.5,43.5,28.47,None,18.88,7.85
28-07-2018 21:00,28-07-2018 22:00,129.0,48.0,35.7,None,18.47,7.93
28-07-2018 22:00,28-07-2018 23:00,137.5,43.5,33.28,None,18.25,8.9
28-07-2018 23:00,29-07-2018 00:00,108.0,36.5,32.38,None,16.65,8.8
29-07-2018 00:00,29-07-2018 01:00,83.5,38.0,28.4,None,18.0,8.95
29-07-2018 01:00,29-07-2018 02:00,93.0,51.0,26.23,None,21.6,9.85
29-07-2018 02:00,29-07-2018 03:00,103.0,60.5,29.25,None,18.43,10.2
29-07-2018 03:00,29-07-2018 04:00,103.5,61.0,26.43,None,19.5,9.58
29-07-2018 04:00,29-07-2018 05:00,105.5,59.5,23.2,None,18.9,9.85
29-07-2018 05:00,29-07-2018 06:00,114.5,67.5,21.35,None,20.73,10.42
29-07-2018 06:00,29-07-2018 07:00,129.0,82.5,19.05,None,22.25,9.7
29-07-2018 07:00,29-07-2018 08:00,133.0,69.0,22.65,None,18.45,8.9
29-07-2018 08:00,29-07-2018 09:00,123.0,44.0,18.9,None,17.15,8.78
29-07-2018 09:00,29-07-2018 10:00,138.0,51.0,14.75,None,18.17,9.5
29-07-2018 10:00,29-07-2018 11:00,154.0,57.0,15.0,None,19.15,9.57
29-07-2018 11:00,29-07-2018 12:00,148.0,50.5,14.88,None,22.1,8.9
29-07-2018 12:00,29-07-2018 13:00,147.0,47.5,15.25,None,22.6,8.6
29-07-2018 13:00,29-07-2018 14:00,149.5,48.5,16.82,None,20.43,10.48
29-07-2018 14:00,29-07-2018 15:00,141.0,46.0,12.45,None,18.3,11.55
29-07-2018 15:00,29-07-2018 16:00,138.5,44.0,11.87,None,23.38,11.95
29-07-2018 16:00,29-07-2018 17:00,144.5,45.5,11.8,None,23.5,11.98
29-07-2018 17:00,29-07-2018 18:00,148.0,45.5,14.08,None,24.85,11.7
29-07-2018 18:00,29-07-2018 19:00,156.0,44.0,15.88,None,23.7,11.35
29-07-2018 19:00,29-07-2018 20:00,180.0,54.5,23.95,None,17.25,10.8
29-07-2018 20:00,29-07-2018 21:00,200.0,65.0,30.18,None,15.62,9.4
29-07-2018 21:00,29-07-2018 22:00,202.0,67.5,30.62,None,15.17,9.55
29-07-2018 22:00,29-07-2018 23:00,211.0,70.0,29.28,None,15.77,9.9
29-07-2018 23:00,30-07-2018 00:00,215.5,69.0,24.58,None,16.53,11.08
30-07-2018 00:00,30-07-2018 01:00,152.0,47.5,10.53,None,16.58,10.27
30-07-2018 01:00,30-07-2018 02:00,76.0,21.5,13.33,None,19.1,8.95
30-07-2018 02:00,30-07-2018 03:00,71.0,21.0,18.9,None,16.55,9.45
30-07-2018 03:00,30-07-2018 04:00,90.0,29.5,19.48,None,14.72,8.48
30-07-2018 04:00,30-07-2018 05:00,107.5,42.5,16.8,None,14.45,9.52
30-07-2018 05:00,30-07-2018 06:00,118.5,50.0,14.98,None,14.47,10.1
30-07-2018 06:00,30-07-2018 07:00,119.5,41.5,16.95,None,13.5,9.12
30-07-2018 07:00,30-07-2018 08:00,123.5,29.0,16.93,None,14.57,9.55
30-07-2018 08:00,30-07-2018 09:00,132.0,30.5,17.12,None,15.58,10.27
30-07-2018 09:00,30-07-2018 10:00,140.0,33.5,14.15,None,16.75,10.35
30-07-2018 10:00,30-07-2018 11:00,139.0,33.5,12.8,None,19.15,11.0
30-07-2018 11:00,30-07-2018 12:00,138.0,40.5,13.3,None,23.38,10.53
30-07-2018 12:00,30-07-2018 13:00,136.0,41.5,13.88,None,25.07,9.78
30-07-2018 13:00,30-07-2018 14:00,130.5,34.5,14.65,None,28.17,8.8
30-07-2018 14:00,30-07-2018 15:00,130.0,32.5,13.83,0.0,31.38,8.88
30-07-2018 15:00,30-07-2018 16:00,134.0,31.0,13.83,None,35.77,10.12
30-07-2018 16:00,30-07-2018 17:00,146.5,30.5,15.2,None,37.43,10.2
30-07-2018 17:00,30-07-2018 18:00,155.5,38.5,17.3,None,31.7,10.38
30-07-2018 18:00,30-07-2018 19:00,162.5,42.5,21.48,None,26.7,10.4
30-07-2018 19:00,30-07-2018 20:00,176.0,45.5,25.7,None,21.05,9.8
30-07-2018 20:00,30-07-2018 21:00,210.0,56.5,32.52,None,17.98,9.28
30-07-2018 21:00,30-07-2018 22:00,225.5,63.5,32.95,None,42.42,9.15
30-07-2018 22:00,30-07-2018 23:00,190.0,54.5,31.55,None,19.25,8.7
30-07-2018 23:00,31-07-2018 00:00,151.5,37.5,30.02,None,17.65,9.07
31-07-2018 00:00,31-07-2018 01:00,142.0,32.5,27.9,None,14.85,9.45
31-07-2018 01:00,31-07-2018 02:00,139.0,35.0,17.45,None,19.0,9.1
31-07-2018 02:00,31-07-2018 03:00,131.0,46.5,12.6,None,16.6,9.7
31-07-2018 03:00,31-07-2018 04:00,128.75,54.75,15.0,None,15.2,9.53
31-07-2018 04:00,31-07-2018 05:00,125.75,42.75,13.4,None,15.1,9.15
31-07-2018 05:00,31-07-2018 06:00,121.25,35.5,13.92,None,14.58,8.88
31-07-2018 06:00,31-07-2018 07:00,133.5,38.0,15.62,None,15.63,10.7
31-07-2018 07:00,31-07-2018 08:00,156.75,47.5,15.18,None,15.08,11.3
31-07-2018 08:00,31-07-2018 09:00,178.75,40.0,14.72,None,15.33,10.1
31-07-2018 09:00,31-07-2018 10:00,182.5,39.75,12.9,None,17.28,9.82
31-07-2018 10:00,31-07-2018 11:00,180.0,39.5,13.22,None,18.1,10.25
31-07-2018 11:00,31-07-2018 12:00,183.25,42.0,14.27,0.0,20.43,9.6
31-07-2018 12:00,31-07-2018 13:00,174.75,45.5,13.52,0.0,21.07,9.22
31-07-2018 13:00,31-07-2018 14:00,172.0,45.75,13.83,0.0,23.22,8.6
31-07-2018 14:00,31-07-2018 15:00,167.25,41.75,16.97,None,26.4,8.18
31-07-2018 15:00,31-07-2018 16:00,170.5,38.5,17.45,None,31.4,8.95
31-07-2018 16:00,31-07-2018 17:00,168.5,33.0,17.3,None,32.15,9.03
31-07-2018 17:00,31-07-2018 18:00,183.25,42.5,32.62,None,28.3,9.33
31-07-2018 18:00,31-07-2018 19:00,242.5,54.25,47.02,None,22.53,10.1
31-07-2018 19:00,31-07-2018 20:00,280.5,62.0,61.02,None,17.02,9.85
31-07-2018 20:00,31-07-2018 21:00,297.0,73.75,53.55,None,14.9,8.95
31-07-2018 21:00,31-07-2018 22:00,279.75,71.25,42.6,None,15.17,7.97
31-07-2018 22:00,31-07-2018 23:00,248.5,67.5,34.57,None,14.62,7.88
31-07-2018 23:00,01-08-2018 00:00,192.75,59.0,23.17,None,18.18,8.45
01-08-2018 00:00,01-08-2018 01:00,79.75,20.0,21.03,None,20.97,8.88
01-08-2018 01:00,01-08-2018 02:00,71.25,22.5,19.45,None,22.95,9.72
01-08-2018 02:00,01-08-2018 03:00,84.25,28.5,21.8,None,19.75,9.3
01-08-2018 03:00,01-08-2018 04:00,88.5,26.25,22.67,None,17.95,8.38
01-08-2018 04:00,01-08-2018 05:00,98.0,33.75,23.97,None,17.05,8.82
01-08-2018 05:00,01-08-2018 06:00,100.25,36.75,27.22,None,17.12,8.72
01-08-2018 06:00,01-08-2018 07:00,127.5,39.75,24.17,None,17.05,9.05
01-08-2018 07:00,01-08-2018 08:00,186.5,49.75,21.42,None,16.25,10.53
01-08-2018 08:00,01-08-2018 09:00,256.5,70.0,15.97,None,16.85,10.77
01-08-2018 09:00,01-08-2018 10:00,256.25,60.5,13.53,None,17.48,10.88
01-08-2018 10:00,01-08-2018 11:00,282.0,58.25,13.83,None,20.75,10.95
01-08-2018 11:00,01-08-2018 12:00,276.5,59.0,15.47,None,24.7,10.6
01-08-2018 12:00,01-08-2018 13:00,304.75,67.5,14.65,None,24.2,10.0
01-08-2018 13:00,01-08-2018 14:00,298.0,62.75,14.55,None,24.98,8.42
01-08-2018 14:00,01-08-2018 15:00,282.0,55.0,14.38,None,26.67,8.18
01-08-2018 15:00,01-08-2018 16:00,286.5,57.0,13.88,None,28.12,9.95
01-08-2018 16:00,01-08-2018 17:00,284.75,45.0,13.27,None,29.35,9.9
01-08-2018 17:00,01-08-2018 18:00,293.75,51.5,14.17,None,28.7,10.82
01-08-2018 18:00,01-08-2018 19:00,294.25,52.25,15.07,None,28.92,9.7
01-08-2018 19:00,01-08-2018 20:00,289.0,50.0,21.43,None,23.18,8.35
01-08-2018 20:00,01-08-2018 21:00,285.0,53.25,34.68,None,16.93,7.48
01-08-2018 21:00,01-08-2018 22:00,270.25,61.25,35.73,None,16.33,6.92
01-08-2018 22:00,01-08-2018 23:00,258.75,56.0,33.35,None,16.15,7.18
01-08-2018 23:00,02-08-2018 00:00,256.75,55.75,35.18,None,15.8,8.05
02-08-2018 00:00,02-08-2018 01:00,275.5,55.5,30.05,None,15.65,8.57
02-08-2018 01:00,02-08-2018 02:00,249.5,53.25,22.5,None,19.05,8.6
02-08-2018 02:00,02-08-2018 03:00,203.25,40.0,13.8,None,16.95,9.3
02-08-2018 03:00,02-08-2018 04:00,178.75,36.0,15.7,None,17.05,8.4
02-08-2018 04:00,02-08-2018 05:00,182.75,40.5,15.0,None,16.35,7.6
02-08-2018 05:00,02-08-2018 06:00,181.25,37.0,16.05,None,16.05,7.02
02-08-2018 06:00,02-08-2018 07:00,197.5,43.25,18.1,None,15.7,7.05
02-08-2018 07:00,02-08-2018 08:00,235.0,52.75,17.85,None,16.0,8.9
02-08-2018 08:00,02-08-2018 09:00,274.5,53.5,15.35,None,17.2,9.62
02-08-2018 09:00,02-08-2018 10:00,318.5,60.0,14.4,None,17.68,10.38
02-08-2018 10:00,02-08-2018 11:00,342.0,66.0,14.05,None,20.28,11.08
02-08-2018 11:00,02-08-2018 12:00,355.75,68.75,15.38,None,24.12,10.88
02-08-2018 12:00,02-08-2018 13:00,357.0,75.75,15.48,None,25.82,9.9
02-08-2018 13:00,02-08-2018 14:00,347.0,72.5,14.52,None,27.18,9.65
02-08-2018 14:00,02-08-2018 15:00,351.75,73.0,13.8,None,27.28,9.68
02-08-2018 15:00,02-08-2018 16:00,353.5,69.0,13.7,None,28.18,10.7
02-08-2018 16:00,02-08-2018 17:00,366.5,66.0,12.77,None,31.0,11.45
02-08-2018 17:00,02-08-2018 18:00,352.0,63.75,14.27,None,29.62,11.35
02-08-2018 18:00,02-08-2018 19:00,334.5,57.5,15.15,None,28.5,10.83
02-08-2018 19:00,02-08-2018 20:00,317.25,60.0,22.53,None,20.88,9.3
02-08-2018 20:00,02-08-2018 21:00,317.75,65.25,33.43,None,16.55,8.57
02-08-2018 21:00,02-08-2018 22:00,322.75,70.5,34.05,None,15.95,7.67
02-08-2018 22:00,02-08-2018 23:00,304.0,63.25,32.7,None,15.2,7.42
02-08-2018 23:00,03-08-2018 00:00,265.25,52.5,24.65,None,15.38,7.65
03-08-2018 00:00,03-08-2018 01:00,225.0,44.0,19.12,None,17.5,8.92
03-08-2018 01:00,03-08-2018 02:00,205.75,40.75,16.15,None,20.55,10.28
03-08-2018 02:00,03-08-2018 03:00,193.5,40.25,13.9,None,18.25,11.2
03-08-2018 03:00,03-08-2018 04:00,193.75,42.25,15.52,None,17.57,10.03
03-08-2018 04:00,03-08-2018 05:00,191.25,46.5,17.57,None,16.03,10.43
03-08-2018 05:00,03-08-2018 06:00,194.75,46.25,16.03,None,15.8,9.45
03-08-2018 06:00,03-08-2018 07:00,198.5,43.25,17.35,None,15.03,8.6
03-08-2018 07:00,03-08-2018 08:00,225.75,50.0,18.05,None,15.5,9.02
03-08-2018 08:00,03-08-2018 09:00,277.75,51.5,16.45,None,16.85,9.83
03-08-2018 09:00,03-08-2018 10:00,323.0,56.5,14.2,None,17.95,10.9
03-08-2018 10:00,03-08-2018 11:00,372.25,60.75,15.18,None,18.43,13.05
03-08-2018 11:00,03-08-2018 12:00,389.75,70.25,19.67,None,22.42,12.73
03-08-2018 12:00,03-08-2018 13:00,347.25,74.75,16.95,0.0,26.35,11.05
03-08-2018 13:00,03-08-2018 14:00,333.0,73.0,15.17,0.0,25.98,9.33
03-08-2018 14:00,03-08-2018 15:00,309.0,59.75,13.72,0.0,25.78,8.63
03-08-2018 15:00,03-08-2018 16:00,290.25,55.25,14.83,0.0,23.42,9.55
03-08-2018 16:00,03-08-2018 17:00,286.5,55.0,13.62,0.0,27.2,9.38
03-08-2018 17:00,03-08-2018 18:00,279.75,57.5,14.22,0.0,25.25,10.0
03-08-2018 18:00,03-08-2018 19:00,273.25,48.25,18.5,0.0,21.82,10.1
03-08-2018 19:00,03-08-2018 20:00,280.5,52.75,32.7,0.0,16.5,9.97
03-08-2018 20:00,03-08-2018 21:00,293.25,56.5,34.95,0.0,15.7,9.77
03-08-2018 21:00,03-08-2018 22:00,268.25,59.0,32.33,0.0,14.8,8.55
03-08-2018 22:00,03-08-2018 23:00,243.5,51.0,26.9,0.0,15.83,8.42
03-08-2018 23:00,04-08-2018 00:00,203.5,43.5,23.55,0.0,16.02,8.43
04-08-2018 00:00,04-08-2018 01:00,178.0,38.0,23.33,0.0,17.0,9.02
04-08-2018 01:00,04-08-2018 02:00,175.0,35.25,24.12,0.0,17.2,8.03
04-08-2018 02:00,04-08-2018 03:00,165.0,35.75,24.25,0.0,16.62,8.45
04-08-2018 03:00,04-08-2018 04:00,164.25,37.5,27.45,0.0,15.32,7.95
04-08-2018 04:00,04-08-2018 05:00,172.5,44.75,27.15,0.0,15.2,7.55
04-08-2018 05:00,04-08-2018 06:00,176.0,44.0,24.07,0.0,15.98,7.08
04-08-2018 06:00,04-08-2018 07:00,177.5,43.0,18.98,0.0,16.57,7.5
04-08-2018 07:00,04-08-2018 08:00,201.75,40.25,17.93,0.0,16.6,9.05
04-08-2018 08:00,04-08-2018 09:00,241.75,42.5,14.35,0.0,18.5,9.77
04-08-2018 09:00,04-08-2018 10:00,276.0,50.75,14.7,0.0,19.43,10.83
04-08-2018 10:00,04-08-2018 11:00,312.75,61.0,13.63,0.0,20.5,10.97
04-08-2018 11:00,04-08-2018 12:00,326.75,59.25,14.35,0.0,27.95,11.28
04-08-2018 12:00,04-08-2018 13:00,340.25,64.75,16.67,0.0,35.68,10.93
04-08-2018 13:00,04-08-2018 14:00,354.75,69.25,14.73,0.0,38.7,10.15
04-08-2018 14:00,04-08-2018 15:00,352.0,66.25,14.38,0.0,42.35,9.65
04-08-2018 15:00,04-08-2018 16:00,355.0,64.0,14.97,0.0,42.98,10.27
04-08-2018 16:00,04-08-2018 17:00,352.5,61.75,14.08,0.0,46.05,10.6
04-08-2018 17:00,04-08-2018 18:00,349.0,57.0,15.35,0.0,38.28,10.53
04-08-2018 18:00,04-08-2018 19:00,355.5,62.5,17.3,0.0,31.97,11.15
04-08-2018 19:00,04-08-2018 20:00,338.75,61.25,24.35,0.0,23.33,11.07
04-08-2018 20:00,04-08-2018 21:00,330.0,63.75,36.68,0.0,15.53,10.47
04-08-2018 21:00,04-08-2018 22:00,299.25,67.5,37.4,0.0,15.4,9.3
04-08-2018 22:00,04-08-2018 23:00,281.25,63.75,35.05,0.0,14.9,9.48
04-08-2018 23:00,05-08-2018 00:00,283.25,65.0,29.1,0.0,14.68,9.73
05-08-2018 00:00,05-08-2018 01:00,263.0,60.75,26.52,0.0,15.18,10.3
05-08-2018 01:00,05-08-2018 02:00,237.5,54.0,25.48,0.0,17.2,9.25
05-08-2018 02:00,05-08-2018 03:00,210.5,44.75,16.0,0.0,17.28,9.2
05-08-2018 03:00,05-08-2018 04:00,195.25,42.0,14.4,0.0,18.83,8.75
05-08-2018 04:00,05-08-2018 05:00,187.25,38.5,15.8,0.0,17.93,8.02
05-08-2018 05:00,05-08-2018 06:00,181.75,44.75,14.7,0.0,15.98,7.23
05-08-2018 06:00,05-08-2018 07:00,195.25,41.75,15.18,0.0,15.73,7.5
05-08-2018 07:00,05-08-2018 08:00,222.5,44.75,14.88,0.0,16.27,8.62
05-08-2018 08:00,05-08-2018 09:00,266.0,46.5,13.13,0.0,17.32,10.15
05-08-2018 09:00,05-08-2018 10:00,306.0,47.0,13.4,0.0,18.43,11.17
05-08-2018 10:00,05-08-2018 11:00,348.0,53.75,14.1,0.0,20.08,10.9
05-08-2018 11:00,05-08-2018 12:00,360.5,57.25,13.5,0.0,22.88,11.28
05-08-2018 12:00,05-08-2018 13:00,369.5,61.25,15.45,0.0,27.6,10.22
05-08-2018 13:00,05-08-2018 14:00,362.5,62.25,16.38,0.0,23.88,7.33
05-08-2018 14:00,05-08-2018 15:00,355.0,63.0,20.23,0.0,22.82,6.72
05-08-2018 15:00,05-08-2018 16:00,352.5,61.75,21.88,0.0,16.9,7.07
05-08-2018 16:00,05-08-2018 17:00,325.5,55.25,19.62,0.0,16.7,7.9
05-08-2018 17:00,05-08-2018 18:00,243.75,47.0,18.95,0.0,16.0,7.52
05-08-2018 18:00,05-08-2018 19:00,177.5,47.75,20.93,0.0,15.55,8.05
05-08-2018 19:00,05-08-2018 20:00,184.0,49.25,21.38,0.0,15.33,9.58
05-08-2018 20:00,05-08-2018 21:00,175.25,50.5,22.57,0.0,14.88,8.95
05-08-2018 21:00,05-08-2018 22:00,177.5,59.75,20.6,0.0,14.23,8.43
05-08-2018 22:00,05-08-2018 23:00,148.75,53.75,20.3,0.0,16.35,8.28
05-08-2018 23:00,06-08-2018 00:00,130.75,48.25,17.45,0.0,28.55,8.12
06-08-2018 00:00,06-08-2018 01:00,131.75,47.25,14.6,0.0,16.27,9.42
06-08-2018 01:00,06-08-2018 02:00,130.75,36.5,13.55,0.0,121.2,9.77
06-08-2018 02:00,06-08-2018 03:00,138.0,44.0,10.95,0.0,94.27,10.4
06-08-2018 03:00,06-08-2018 04:00,133.75,35.75,11.65,0.0,62.8,9.38
06-08-2018 04:00,06-08-2018 05:00,131.25,40.5,13.27,0.0,40.4,9.53
06-08-2018 05:00,06-08-2018 06:00,133.25,46.0,14.7,0.0,32.83,9.65
06-08-2018 06:00,06-08-2018 07:00,128.25,40.5,13.72,0.0,27.45,9.22
06-08-2018 07:00,06-08-2018 08:00,135.75,44.25,16.1,0.0,21.28,8.33
06-08-2018 08:00,06-08-2018 09:00,161.25,54.75,13.65,0.0,19.35,9.5
06-08-2018 09:00,06-08-2018 10:00,172.25,69.5,10.88,0.0,20.85,9.58
06-08-2018 10:00,06-08-2018 11:00,152.5,74.25,11.35,0.0,17.1,9.45
06-08-2018 11:00,06-08-2018 12:00,126.25,54.5,11.52,0.0,16.5,9.75
06-08-2018 12:00,06-08-2018 13:00,107.25,55.25,15.95,0.0,16.83,9.78
06-08-2018 13:00,06-08-2018 14:00,131.25,74.25,12.75,0.0,17.05,8.75
06-08-2018 14:00,06-08-2018 15:00,106.75,54.5,10.53,0.0,17.62,8.13
06-08-2018 15:00,06-08-2018 16:00,94.0,48.25,12.1,0.0,16.6,7.9
06-08-2018 16:00,06-08-2018 17:00,91.75,48.75,11.65,0.0,16.92,9.22
06-08-2018 17:00,06-08-2018 18:00,89.0,41.0,13.13,0.0,19.35,9.05
06-08-2018 18:00,06-08-2018 19:00,99.75,46.5,13.88,0.0,18.68,9.35
06-08-2018 19:00,06-08-2018 20:00,96.0,43.25,14.33,0.0,17.18,8.72
06-08-2018 20:00,06-08-2018 21:00,99.5,41.75,16.73,0.0,16.1,8.75
06-08-2018 21:00,06-08-2018 22:00,105.0,51.75,14.82,0.0,16.3,8.77
06-08-2018 22:00,06-08-2018 23:00,90.25,48.0,15.5,0.0,15.5,8.05
06-08-2018 23:00,07-08-2018 00:00,92.25,48.0,16.3,0.0,16.62,8.47
07-08-2018 00:00,07-08-2018 01:00,96.75,47.75,15.95,0.0,14.85,9.55
07-08-2018 01:00,07-08-2018 02:00,96.5,46.75,12.8,0.0,20.0,8.78
07-08-2018 02:00,07-08-2018 03:00,88.75,46.25,10.8,0.0,16.12,9.5
07-08-2018 03:00,07-08-2018 04:00,84.25,45.0,11.45,0.0,15.68,9.1
07-08-2018 04:00,07-08-2018 05:00,67.5,37.75,12.8,0.0,15.2,8.85
07-08-2018 05:00,07-08-2018 06:00,54.25,34.5,12.85,0.0,14.53,9.33
07-08-2018 06:00,07-08-2018 07:00,64.5,36.5,13.33,0.0,14.5,9.18
07-08-2018 07:00,07-08-2018 08:00,68.25,38.75,13.62,0.0,15.1,8.52
07-08-2018 08:00,07-08-2018 09:00,77.75,39.75,13.48,0.0,19.92,10.2
07-08-2018 09:00,07-08-2018 10:00,94.0,40.0,14.15,0.0,96.38,12.35
07-08-2018 10:00,07-08-2018 11:00,122.25,54.5,27.9,0.0,111.7,20.0
07-08-2018 11:00,07-08-2018 12:00,140.25,64.75,26.8,0.0,68.37,25.83
07-08-2018 12:00,07-08-2018 13:00,153.0,73.0,17.18,0.0,34.92,14.57
07-08-2018 13:00,07-08-2018 14:00,138.25,69.25,13.7,0.0,27.15,9.7
07-08-2018 14:00,07-08-2018 15:00,123.0,58.0,13.15,0.0,21.72,7.55
07-08-2018 15:00,07-08-2018 16:00,127.25,66.0,14.8,None,17.35,6.38
07-08-2018 16:00,07-08-2018 17:00,112.25,54.5,12.35,None,16.0,7.25
07-08-2018 17:00,07-08-2018 18:00,79.75,19.0,12.52,None,21.98,7.55
07-08-2018 18:00,07-08-2018 19:00,71.0,18.0,14.5,0.0,23.62,8.63
07-08-2018 19:00,07-08-2018 20:00,74.5,23.5,17.48,0.6,19.0,9.83
07-08-2018 20:00,07-08-2018 21:00,78.0,34.5,23.43,0.65,22.95,13.15
07-08-2018 21:00,07-08-2018 22:00,96.5,44.0,21.85,0.72,53.6,13.1
07-08-2018 22:00,07-08-2018 23:00,84.5,37.0,17.62,0.75,31.87,10.08
07-08-2018 23:00,08-08-2018 00:00,59.0,28.5,18.42,1.2,26.3,9.48
08-08-2018 00:00,08-08-2018 01:00,65.5,27.0,18.1,1.7,24.1,9.53
08-08-2018 01:00,08-08-2018 02:00,99.5,51.5,14.62,1.65,23.55,8.25
08-08-2018 02:00,08-08-2018 03:00,90.0,52.5,13.95,1.4,67.0,9.4
08-08-2018 03:00,08-08-2018 04:00,51.0,21.5,13.88,1.42,104.92,8.92
08-08-2018 04:00,08-08-2018 05:00,50.0,27.0,11.78,1.5,24.65,8.52
08-08-2018 05:00,08-08-2018 06:00,50.0,31.5,11.27,1.5,17.62,8.3
08-08-2018 06:00,08-08-2018 07:00,None,27.5,11.38,1.6,14.85,7.97
08-08-2018 07:00,08-08-2018 08:00,None,34.0,12.6,1.55,13.5,9.22
08-08-2018 08:00,08-08-2018 09:00,53.0,33.0,13.97,1.53,15.6,10.97
08-08-2018 09:00,08-08-2018 10:00,57.0,28.0,15.77,1.6,151.1,12.8
08-08-2018 10:00,08-08-2018 11:00,66.5,31.5,13.42,1.55,46.6,12.7
08-08-2018 11:00,08-08-2018 12:00,62.0,26.5,11.42,1.45,61.4,11.07
08-08-2018 12:00,08-08-2018 13:00,57.5,20.5,13.05,1.45,105.2,9.75
08-08-2018 13:00,08-08-2018 14:00,63.0,20.5,22.2,1.47,16.15,7.55
08-08-2018 14:00,08-08-2018 15:00,53.0,15.0,13.0,1.42,74.25,8.9
08-08-2018 15:00,08-08-2018 16:00,54.5,12.5,12.32,1.5,69.95,7.05
08-08-2018 16:00,08-08-2018 17:00,56.0,12.0,12.88,1.58,28.3,6.4
08-08-2018 17:00,08-08-2018 18:00,66.0,12.0,15.65,1.72,59.2,7.85
08-08-2018 18:00,08-08-2018 19:00,78.0,21.5,23.53,0.92,162.3,12.67
08-08-2018 19:00,08-08-2018 20:00,89.5,28.5,28.97,0.88,106.75,15.23
08-08-2018 20:00,08-08-2018 21:00,114.0,39.0,31.33,1.3,45.02,13.45
08-08-2018 21:00,08-08-2018 22:00,130.0,48.0,26.45,1.25,9.87,11.15
08-08-2018 22:00,08-08-2018 23:00,113.0,42.5,25.32,1.2,6.8,8.6
08-08-2018 23:00,09-08-2018 00:00,97.5,40.5,21.92,0.93,2.77,7.8
09-08-2018 00:00,09-08-2018 01:00,97.5,40.5,18.25,0.68,1.7,8.92
09-08-2018 01:00,09-08-2018 02:00,94.5,40.0,14.95,0.6,10.55,10.05
09-08-2018 02:00,09-08-2018 03:00,78.5,34.5,12.3,0.5,5.9,11.35
09-08-2018 03:00,09-08-2018 04:00,67.5,28.0,13.88,0.45,1.05,10.43
09-08-2018 04:00,09-08-2018 05:00,71.5,36.5,15.58,0.4,13.05,10.35
09-08-2018 05:00,09-08-2018 06:00,98.5,62.5,17.15,0.4,None,12.7
09-08-2018 06:00,09-08-2018 07:00,117.0,71.5,16.8,0.58,88.73,12.47
09-08-2018 07:00,09-08-2018 08:00,93.0,46.0,12.83,0.43,7.57,9.7
09-08-2018 08:00,09-08-2018 09:00,67.5,26.5,13.25,0.33,5.65,9.47
09-08-2018 09:00,09-08-2018 10:00,72.5,24.0,13.6,0.33,8.48,10.42
09-08-2018 10:00,09-08-2018 11:00,73.5,20.5,12.42,0.3,28.05,9.95
09-08-2018 11:00,09-08-2018 12:00,68.5,18.5,11.3,0.25,56.83,10.4
